n r1 r2 r3 r4
1240 0.461906 0.707997 0.328497 0.606127
1241 0.86869 0.397428 0.353349 0.941122
1242 0.0549827 0.0125955 0.163625 0.191591
1243 0.511689 0.498724 0.801604 0.679448
1244 0.575289 0.878985 0.337003 0.35237
1245 0.846533 0.785392 0.807577 0.999189
1246 0.901597 0.801488 0.812442 0.823799
1247 0.790791 0.740402 0.606453 0.950095
1248 0.630368 0.22902 0.326744 0.286382
1249 0.66509 0.710496 0.502389 0.167434
1250 0.31723 0.201801 0.0736343 0.427166
1251 0.91757 0.81634 0.920305 0.0560962
1252 0.650355 0.0818313 0.85912 0.49208
1253 0.643998 0.143932 0.871977 0.447615
1254 0.0107916 0.127107 0.499781 0.256969
1255 0.268764 0.467259 0.150893 0.513279
1256 0.515459 0.659588 0.407331 0.766948
1257 0.67388 0.752202 0.0859465 0.982178
1258 0.404147 0.576919 0.849698 0.990542
1259 0.359962 0.691694 0.324666 0.103644
1260 0.522451 0.957896 0.30072 0.706988
1261 0.89505 0.522124 0.882323 0.309136
1262 0.668243 0.511686 0.587461 0.491923
1263 0.954008 0.370995 0.583854 0.169313
1264 0.709862 0.620797 0.215979 0.588566
1265 0.673105 0.385827 0.0411862 0.00757943
1266 0.64987 0.727794 0.303307 0.748385
1267 0.841273 0.89432 0.449167 0.422097
1268 0.198807 0.815771 0.965238 0.797113
1269 0.621385 0.845752 0.748925 0.983807
1270 0.939045 0.732568 0.806407 0.728826
1271 0.0418041 0.783642 0.0981146 0.518692
1272 0.799424 0.108738 0.331026 0.552719
1273 0.420304 0.599652 0.103124 0.648086
1274 0.327014 0.61927 0.639511 0.914046
1275 0.179346 0.318747 0.90895 0.6515
1276 0.132947 0.339053 0.698104 0.682589
1277 0.183569 0.165595 0.00806795 0.232034
1278 0.904893 0.942098 0.765476 0.248896
1279 0.77724 0.162232 0.520243 0.405075
1280 0.519403 0.494507 0.232178 0.190383
1281 0.121257 0.506959 0.710877 0.496624
1282 0.0529185 0.59119 0.175661 0.266301
1283 0.226199 0.984507 0.656073 0.128189
1284 0.88093 0.586333 0.355486 0.372421
1285 0.249784 0.657436 0.228264 0.0808241
1286 0.570335 0.667619 0.170203 0.133158
1287 0.173956 0.0887948 0.966848 0.0715334
1288 0.910723 0.524197 0.269258 0.230775
1289 0.898735 0.346028 0.913915 0.740847
1290 0.1959 0.358398 0.0601647 0.36811
1291 0.0867843 0.036131 0.135755 0.541036
1292 0.757606 0.991206 0.27305 0.933226
1293 0.764579 0.622054 0.416501 0.730038
1294 0.769019 0.811475 0.0415554 0.981192
1295 0.732899 0.270363 0.500826 0.316805
1296 0.476224 0.318901 0.630957 0.0701044
1297 0.261253 0.480142 0.278307 0.569383
1298 0.281502 0.0107378 0.991233 0.785358
1299 0.33773 0.743151 0.442633 0.587703
1300 0.492866 0.362265 0.734699 0.457994
1301 0.917623 0.485232 0.424494 0.458637
1302 0.0699455 0.65101 0.934677 0.629879
1303 0.16107 0.538967 0.787612 0.651539
1304 0.336907 0.374714 0.313581 0.240324
1305 0.571818 0.39758 0.792977 0.578088
1306 0.398743 0.0130533 0.935633 0.305614
1307 0.246096 0.500097 0.477005 0.630892
1308 0.887885 0.883105 0.44133 0.0348271
1309 0.112447 0.797752 0.354936 0.530934
1310 0.683716 0.838567 0.157643 0.872159
1311 0.0902728 0.851639 0.751432 0.454552
1312 0.388189 0.562729 0.0898057 0.877877
1313 0.516679 0.711625 0.775948 0.176294
1314 0.606372 0.205188 0.847436 0.156874
1315 0.988121 0.826502 0.101085 0.354594
1316 0.471382 0.112318 0.979584 0.715698
1317 0.935205 0.235393 0.967744 0.102842
1318 0.368785 0.401491 0.990208 0.175775
1319 0.795869 0.290409 0.231549 0.129071
1320 0.456149 0.12904 0.477422 0.19245
1321 0.574076 0.160558 0.780595 0.993061
1322 0.339109 0.801986 0.386767 0.226314
1323 0.867974 0.366896 0.295248 0.420337
1324 0.155863 0.9835 0.290592 0.485194
1325 0.123413 0.598937 0.0863135 0.128128
1326 0.337706 0.742124 0.902556 0.402024
1327 0.915523 0.0623094 0.638516 0.25899
1328 0.453783 0.694741 0.70809 0.935722
1329 0.482992 0.607659 0.501894 0.283423
1330 0.813905 0.393291 0.638556 0.279042
1331 0.536503 0.89081 0.314288 0.123441
1332 0.893873 0.805243 0.138727 0.229272
1333 0.534707 0.814166 0.0037653 0.26466
1334 0.163386 0.637811 0.774052 0.524509
1335 0.167954 0.499371 0.610426 0.765115
1336 0.537248 0.255925 0.696085 0.870113
1337 0.711903 0.0412112 0.682675 0.334643
1338 0.436186 0.943946 0.831289 0.176842
1339 0.209987 0.292776 0.843659 0.0492639
1340 0.334245 0.261141 0.580355 0.704005
1341 0.11559 0.931861 0.889197 0.780655
1342 0.685333 0.240896 0.111989 0.347885
1343 0.0716865 0.0586244 0.669159 0.0614174
1344 0.262118 0.183686 0.00704954 0.237536
1345 0.927527 0.574494 0.0198669 0.872459
1346 0.206105 0.793796 0.0557554 0.0969305
1347 0.888883 0.592325 0.155731 0.729451
1348 0.478354 0.409788 0.432585 0.504333
1349 0.870183 0.127803 0.193934 0.460935
1350 0.915908 0.0787214 0.270341 0.226616
1351 0.663799 0.322102 0.876636 0.211282
1352 0.739628 0.224118 0.826745 0.228146
1353 0.463573 0.44579 0.0707515 0.467336
1354 0.124789 0.657684 0.9838 0.750703
1355 0.576578 0.933989 0.266036 0.298189
1356 0.336362 0.684779 0.742017 0.0328127
1357 0.828971 0.702773 0.0577773 0.513172
1358 0.94657 0.0536321 0.66851 0.783718
1359 0.218676 0.996834 0.491065 0.0837585
1360 0.792929 0.498314 0.9298 0.44909
1361 0.789493 0.0183803 0.159212 0.940716
1362 0.600597 0.625453 0.587072 0.602483
1363 0.49814 0.587298 0.0895231 0.148453
1364 0.58347 0.894705 0.253494 0.46837
1365 0.0175598 0.082553 0.715254 0.47414
1366 0.854132 0.442972 0.0100798 0.629511
1367 0.966754 0.914852 0.623196 0.509809
1368 0.113337 0.502369 0.648458 0.393259
1369 0.979232 0.780545 0.281983 0.771267
1370 0.855358 0.161949 0.855774 0.088277
1371 0.319065 0.946783 0.596803 0.588256
1372 0.216168 0.223162 0.878849 0.735045
1373 0.42542 0.817924 0.901868 0.115963
1374 0.60701 0.899083 0.501562 0.0803711
1375 0.813278 0.033188 0.892565 0.438562
1376 0.416579 0.107376 0.841331 0.908032
1377 0.179974 0.345567 0.0148998 0.501134
1378 0.330633 0.107013 0.517417 0.834518
1379 0.364031 0.531977 0.970402 0.496902
1380 0.208486 0.228743 0.165661 0.470748
1381 0.974641 0.584666 0.26035 0.352368
1382 0.971468 0.449312 0.0711498 0.877479
1383 0.0570439 0.433872 0.0837496 0.0935575
1384 0.599049 0.55943 0.86215 0.664034
1385 0.0808998 0.451726 0.419151 0.142188
1386 0.0939568 0.675491 0.755562 0.876821
1387 0.835642 0.98741 0.761009 0.981232
1388 0.168243 0.845042 0.765998 0.996005
1389 0.488677 0.183562 0.746908 0.144935
1390 0.417875 0.496 0.587464 0.90557
1391 0.109155 0.323937 0.802614 0.129001
1392 0.894054 0.479622 0.528509 0.623882
1393 0.381929 0.962304 0.947526 0.582277
1394 0.245091 0.457225 0.928578 0.878729
1395 0.0331862 0.0826131 0.0437282 0.0318785
1396 0.993297 0.380652 0.905172 0.282708
1397 0.661103 0.540393 0.0374751 0.409343
1398 0.026949 0.816491 0.0783065 0.911683
1399 0.211767 0.035412 0.132564 0.786013
1400 0.0280636 0.864048 0.0906232 0.510932
1401 0.262475 0.865583 0.350666 0.991476
1402 0.322275 0.41706 0.288387 0.350466
1403 0.571378 0.712118 0.574328 0.17951
1404 0.527793 0.519167 0.850485 0.922869
1405 0.024358 0.705939 0.933962 0.921623
1406 0.396011 0.563131 0.949409 0.223913
1407 0.156844 0.0253297 0.290792 0.0488759
1408 0.376964 0.0838016 0.200073 0.278036
1409 0.850192 0.274842 0.583312 0.228335
1410 0.708473 0.89484 0.699216 0.867684
1411 0.599112 0.895456 0.945489 0.151087
1412 0.218418 0.319182 0.379984 0.0973653
1413 0.9185 0.855983 0.770506 0.224408
1414 0.545233 0.263261 0.203181 0.47016
1415 0.00489971 0.875721 0.284531 0.801287
1416 0.122304 0.884976 0.878556 0.576287
1417 0.689727 0.428365 0.710559 0.246133
1418 0.0376267 0.605407 0.356349 0.290217
1419 0.0182147 0.777159 0.743058 0.526107
1420 0.770647 0.214289 0.251206 0.544691
1421 0.459952 0.291305 0.81972 0.533183
1422 0.823888 0.819227 0.657465 0.296876
1423 0.803757 0.293617 0.567303 0.982609
1424 0.407547 0.388665 0.486639 0.223768
1425 0.211471 0.689431 0.814103 0.499122
1426 0.600905 0.638606 0.50487 0.980827
1427 0.70219 0.626757 0.702294 0.392858
1428 0.804994 0.0130829 0.669932 0.52971
1429 0.510258 0.437686 0.698945 0.642535
1430 0.816602 0.508371 0.164279 0.0878217
1431 0.30729 0.11105 0.695169 0.744117
1432 0.494319 0.0909618 0.692502 0.674306
1433 0.200304 0.546323 0.89849 0.348785
1434 0.752952 0.459281 0.158423 0.0239553
1435 0.714971 0.838781 0.864123 0.00466611
1436 0.513261 0.899157 0.758934 0.812399
1437 0.644826 0.845908 0.776497 0.8324
1438 0.249602 0.983037 0.828575 0.682809
1439 0.694181 0.28505 0.982979 0.60525
1440 0.918663 0.862961 0.440696 0.486221
1441 0.264351 0.612321 0.79737 0.470078
1442 0.318139 0.907276 0.817952 0.444475
1443 0.529674 0.932764 0.731382 0.436147
1444 0.314792 0.431105 0.0267257 0.616607
1445 0.121682 0.191753 0.577919 0.774319
1446 0.896966 0.27057 0.226982 0.0964557
1447 0.286664 0.897648 0.160621 0.609863
1448 0.647283 0.950756 0.920888 0.791075
1449 0.303728 0.625707 0.0797417 0.257685
1450 0.996815 0.197433 0.190458 0.426437
1451 0.247341 0.553236 0.425073 0.239454
1452 0.512715 0.542521 0.836314 0.598795
1453 0.850219 0.276 0.192231 0.437682
1454 0.486875 0.773313 0.626559 0.236935
1455 0.269278 0.155876 0.0292732 0.482472
1456 0.233799 0.975441 0.536611 0.76242
1457 0.979291 0.449762 0.956208 0.232267
1458 0.771553 0.919597 0.907747 0.531822
1459 0.815697 0.469729 0.840612 0.100533
1460 0.950203 0.541998 0.873948 0.816796
1461 0.359948 0.0244323 0.678179 0.995981
1462 0.607858 0.268609 0.203545 0.624724
1463 0.40762 0.391766 0.117653 0.784511
1464 0.974995 0.93311 0.874017 0.0845519
1465 0.181393 0.0727664 0.185222 0.44671
1466 0.313405 0.0386118 0.245179 0.919292
1467 0.247893 0.576773 0.80408 0.495365
1468 0.666714 0.113131 0.617868 0.698557
1469 0.769246 0.48783 0.470487 0.733061
1470 0.61505 0.908803 0.262109 0.111355
1471 0.767086 0.0623475 0.338267 0.0705751
1472 0.0670669 0.194855 0.670623 0.421259
1473 0.498625 0.608003 0.979338 0.892378
1474 0.388148 0.894321 0.840419 0.562937
1475 0.841263 0.8939 0.228472 0.346222
1476 0.554246 0.314513 0.807058 0.0108935
1477 0.754109 0.841975 0.786104 0.949368
1478 0.536435 0.221238 0.453099 0.598164
1479 0.431632 0.749653 0.643659 0.0446739
1480 0.761877 0.506771 0.784066 0.884571
1481 0.686572 0.293752 0.911464 0.905361
1482 0.262537 0.201568 0.412186 0.471028
1483 0.39607 0.565642 0.269945 0.677914
1484 0.0135876 0.579737 0.909993 0.828238
1485 0.516898 0.387649 0.030455 0.868197
1486 0.9791 0.108259 0.992793 0.755042
1487 0.222517 0.160713 0.682665 0.716482
1488 0.523202 0.989952 0.160848 0.50351
1489 0.136562 0.493295 0.821106 0.572726
1490 0.110551 0.050197 0.479005 0.904763
1491 0.434255 0.861529 0.484072 0.274043
1492 0.610564 0.717398 0.59339 0.501389
1493 0.755093 0.550632 0.203694 0.541948
1494 0.0354814 0.847207 0.88165 0.739187
1495 0.417052 0.12756 0.456656 0.557587
1496 0.18298 0.140492 0.805089 0.692841
1497 0.344412 0.694913 0.720626 0.138766
1498 0.41965 0.905052 0.0779533 0.597024
1499 0.41819 0.176092 0.98209 0.333246
1500 0.732291 0.911089 0.19096 0.626265
1501 0.63004 0.881705 0.306949 0.758372
1502 0.189619 0.0904287 0.123056 0.913848
1503 0.467357 0.607224 0.975797 0.657742
1504 0.097566 0.829483 0.747276 0.721821
1505 0.379185 0.511888 0.701483 0.411251
1506 0.397015 0.605976 0.483416 0.971118
1507 0.969427 0.028864 0.587149 0.125452
1508 0.243424 0.719405 0.172153 0.0126481
1509 0.735703 0.0566512 0.748576 0.946819
1510 0.223405 0.865266 0.942079 0.56708
1511 0.719103 0.681736 0.915287 0.881112
1512 0.303977 0.303021 0.0130127 0.182947
1513 0.351934 0.6825 0.840491 0.167677
1514 0.375808 0.367813 0.92583 0.359536
1515 0.0874463 0.064375 0.990565 0.648128
1516 0.142405 0.0759376 0.610915 0.652941
1517 0.0674121 0.87625 0.750408 0.0844937
1518 0.12283 0.574064 0.00421538 0.630495
1519 0.130269 0.558128 0.271618 0.022528
1520 0.676145 0.182198 0.591771 0.460711
1521 0.884454 0.0700313 0.106064 0.561516
1522 0.221416 0.780406 0.31044 0.222696
1523 0.36841 0.0521566 0.908065 0.282529
1524 0.217718 0.289282 0.654431 0.690911
1525 0.990616 0.266284 0.754003 0.602701
1526 0.984238 0.994165 0.634142 0.398007
1527 0.989885 0.568432 0.0188194 0.963735
1528 0.0811666 0.463108 0.40564 0.200347
1529 0.578034 0.662763 0.264468 0.52847
1530 0.737702 0.808601 0.936042 0.367696
1531 0.223908 0.88674 0.236043 0.449952
1532 0.704134 0.0430321 0.99188 0.390444
1533 0.20963 0.277534 0.826897 0.293096
1534 0.920576 0.277913 0.0344644 0.244585
1535 0.636789 0.169678 0.764709 0.82964
1536 0.535551 0.516846 0.278075 0.776579
1537 0.482203 0.573976 0.78607 0.192712
1538 0.0732556 0.79224 0.213739 0.167065
1539 0.0997107 0.587656 0.207805 0.267979
1540 0.938964 0.395781 0.323183 0.104292
1541 0.736385 0.0857803 0.0688522 0.213939
1542 0.96764 0.952653 0.504469 0.345003
1543 0.178373 0.943897 0.407145 0.144567
1544 0.361473 0.0895046 0.90265 0.762375
1545 0.563483 0.0419513 0.751589 0.273147
1546 0.127645 0.446166 0.385687 0.77751
1547 0.694518 0.299437 0.549823 0.206736
1548 0.0183076 0.781123 0.827752 0.242826
1549 0.859183 0.991805 0.0181061 0.596338
1550 0.99033 0.920728 0.658872 0.39259
1551 0.209331 0.598122 0.790275 0.988501
1552 0.34302 0.302178 0.811803 0.397694
1553 0.17414 0.429971 0.758346 0.489653
1554 0.957662 0.860225 0.243849 0.358668
1555 0.17871 0.291613 0.637981 0.745133
1556 0.453304 0.00765073 0.633242 0.242783
1557 0.111439 0.42139 0.0576244 0.750505
1558 0.588894 0.459482 0.646567 0.317981
1559 0.530415 0.964382 0.360783 0.153345
1560 0.882444 0.650959 0.345593 0.0582397
1561 0.520929 0.226316 0.826513 0.969336
1562 0.183576 0.499259 0.848741 0.291857
1563 0.413095 0.958716 0.653829 0.0271218
1564 0.826382 0.258959 0.284301 0.536016
1565 0.240437 0.925315 0.821349 0.972002
1566 0.00518572 0.221258 0.36938 0.00786248
1567 0.867181 0.99971 0.824145 0.299161
1568 0.156413 0.00694311 0.620444 0.724205
1569 0.13385 0.0442668 0.305364 0.652778
1570 0.395385 0.203113 0.248184 0.398824
1571 0.167663 0.820276 0.740829 0.517944
1572 0.447507 0.0936416 0.211318 0.518248
1573 0.176079 0.179362 0.600447 0.447993
1574 0.0289078 0.2334 0.700816 0.023728
1575 0.588738 0.786137 0.800874 0.11043
1576 0.272255 0.616223 0.497899 0.449026
1577 0.334893 0.622106 0.779524 0.700288
1578 0.559062 0.18663 0.196054 0.160495
1579 0.340332 0.520826 0.16061 0.660378
1580 0.0104365 0.445292 0.199175 0.517816
1581 0.999632 0.984313 0.749564 0.163495
1582 0.903865 0.898252 0.704809 0.320625
1583 0.426501 0.530693 0.482774 0.452293
1584 0.424216 0.099892 0.553365 0.828131
1585 0.706792 0.823114 0.975219 0.898151
1586 0.422804 0.0396532 0.87103 0.935726
1587 0.175701 0.829897 0.449211 0.530993
1588 0.248965 0.622504 0.855996 0.764427
1589 0.912483 0.265948 0.0930721 0.807625
1590 0.234215 0.993158 0.854473 0.965906
1591 0.192939 0.565411 0.289187 0.526808
1592 0.0497042 0.454045 0.044869 0.467692
1593 0.561771 0.635572 0.666528 0.0648801
1594 0.92329 0.727027 0.595349 0.180053
1595 0.483797 0.642019 0.573339 0.496397
1596 0.593177 0.308871 0.0818952 0.357904
1597 0.204884 0.0750495 0.331318 0.679853
1598 0.890714 0.670461 0.250851 0.857978
1599 0.500328 0.347321 0.523244 0.0291956
1600 0.985542 0.0497745 0.881804 0.453371
1601 0.410299 0.172761 0.581632 0.457463
1602 0.59192 0.588596 0.55355 0.664442
1603 0.858829 0.976725 0.0866131 0.869486
1604 0.825695 0.562987 0.537732 0.236937
1605 0.224705 0.587398 0.446877 0.596247
1606 0.916973 0.457506 0.841667 0.445053
1607 0.479495 0.458454 0.0281145 0.304091
1608 0.624215 0.633175 0.593682 0.819072
1609 0.429835 0.672963 0.30906 0.177615
1610 0.961075 0.339202 0.511227 0.694038
1611 0.897935 0.978544 0.285816 0.565696
1612 0.737932 0.818446 0.113858 0.147833
1613 0.346182 0.103774 0.110799 0.795731
1614 0.435702 0.256635 0.640075 0.443896
1615 0.498574 0.605843 0.843258 0.501793
1616 0.0701252 0.325341 0.298879 0.0156941
1617 0.933581 0.499459 0.203948 0.578027
1618 0.97036 0.0686907 0.533779 0.326916
1619 0.41993 0.917009 0.367146 0.759252
1620 0.78634 0.883841 0.398863 0.613266
1621 0.938671 0.0499603 0.0888623 0.846329
1622 0.554965 0.345193 0.943406 0.558579
1623 0.881754 0.621517 0.860673 0.734515
1624 0.295837 0.622364 0.67339 0.379876
1625 0.839231 0.140531 0.294278 0.668619
1626 0.372857 0.241905 0.705162 0.592831
1627 0.684062 0.186651 0.582465 0.539418
1628 0.748659 0.942767 0.148334 0.901029
1629 0.335392 0.976737 0.647821 0.551415
1630 0.274426 0.375524 0.551923 0.199228
1631 0.628028 0.462509 0.481147 0.232634
1632 0.298328 0.39534 0.919577 0.602748
1633 0.137722 0.209458 0.187138 0.522784
1634 0.141375 0.698688 0.846632 0.711966
1635 0.608758 0.307001 0.395547 0.566746
1636 0.380168 0.553816 0.753597 0.992781
1637 0.802185 0.559886 0.961656 0.855967
1638 0.391601 0.374971 0.987569 0.200774
1639 0.129942 0.21085 0.270507 0.500941
1640 0.255243 0.890362 0.734921 0.198686
1641 0.361981 0.444524 0.974965 0.683644
1642 0.8747 0.653884 0.235503 0.313687
1643 0.990373 0.92259 0.638333 0.72933
1644 0.0699356 0.650584 0.71047 0.552797
1645 0.506254 0.600188 0.517825 0.752812
1646 0.408107 0.745878 0.712715 0.5417
1647 0.892349 0.0735704 0.615867 0.474892
1648 0.681137 0.728524 0.280766 0.974055
1649 0.0556799 0.709008 0.141798 0.570296
1650 0.203844 0.697338 0.323894 0.655286
1651 0.721944 0.80295 0.667177 0.799049
1652 0.49707 0.541663 0.0880167 0.896721
1653 0.484924 0.0234252 0.52351 0.188881
1654 0.435912 0.265588 0.348913 0.0627974
1655 0.251157 0.382702 0.381882 0.676856
1656 0.583732 0.905918 0.151078 0.495962
1657 0.241981 0.991193 0.469529 0.884067
1658 0.198294 0.793891 0.457476 0.840737
1659 0.0119362 0.842611 0.519095 0.087825
1660 0.286968 0.910647 0.997289 0.960313
1661 0.614384 0.880378 0.311874 0.971455
1662 0.103589 0.0864462 0.895643 0.18591
1663 0.0920768 0.595276 0.566996 0.372367
1664 0.620163 0.79364 0.341185 0.56101
1665 0.89229 0.404359 0.944149 0.0147552
1666 0.772267 0.283389 0.594227 0.0394437
1667 0.602995 0.0611058 0.0680215 0.103866
1668 0.667566 0.81613 0.0600825 0.268202
1669 0.578441 0.346828 0.748302 0.674417
1670 0.462558 0.735795 0.949068 0.632688
1671 0.569375 0.293324 0.959691 0.726372
1672 0.253229 0.137783 0.216538 0.664039
1673 0.395003 0.186788 0.662003 0.44689
1674 0.0909533 0.880676 0.0231798 0.704988
1675 0.990694 0.602965 0.181051 0.207921
1676 0.125587 0.691706 0.877686 0.902631
1677 0.837271 0.723556 0.636658 0.544502
1678 0.893343 0.11598 0.920777 0.143334
1679 0.824622 0.183876 0.79474 0.959482
1680 0.907643 0.059441 0.48145 0.466885
1681 0.02426 0.70176 0.736036 0.165974
1682 0.976772 0.675594 0.0831699 0.793883
1683 0.64229 0.737719 0.874693 0.269526
1684 0.0627961 0.345969 0.499628 0.472214
1685 0.596164 0.436343 0.125532 0.407547
1686 0.0118205 0.504342 0.256541 0.195357
1687 0.705444 0.0989648 0.409453 0.504223
1688 0.126282 0.0547069 0.147854 0.267124
1689 0.408693 0.437558 0.202046 0.0647398
1690 0.315617 0.132987 0.881589 0.98432
1691 0.215466 0.8599 0.471122 0.323259
1692 0.452246 0.962511 0.892432 0.0806783
1693 0.774281 0.0359718 0.114491 0.574738
1694 0.575466 0.553228 0.655059 0.72232
1695 0.484272 0.995621 0.89993 0.161285
1696 0.726438 0.994675 0.50405 0.466827
1697 0.000174905 0.00746262 0.92493 0.349393
1698 0.46311 0.0927004 0.0131335 0.894921
1699 0.777087 0.489039 0.754427 0.224985
1700 0.49453 0.0999283 0.408362 0.295622
1701 0.973396 0.198222 0.660329 0.748865
1702 0.389609 0.289979 0.286711 0.832592
1703 0.577091 0.955876 0.777309 0.255772
1704 0.956065 0.125439 0.0834542 0.0413028
1705 0.542572 0.149755 0.50494 0.945869
1706 0.650849 0.769576 0.278554 0.303488
1707 0.0219453 0.269667 0.12686 0.308108
1708 0.274027 0.691813 0.254175 0.117257
1709 0.446653 0.723876 0.383314 0.930568
1710 0.213678 0.116941 0.0123075 0.528095
1711 0.26219 0.18676 0.62402 0.793451
1712 0.650033 0.0680927 0.633351 0.00785648
1713 0.540493 0.727716 0.183927 0.906077
1714 0.392659 0.753459 0.403405 0.365752
1715 0.491515 0.971316 0.765086 0.0398228
1716 0.415158 0.046759 0.959869 0.947166
1717 0.0673136 0.538715 0.873443 0.324592
1718 0.667456 0.811456 0.601836 0.423055
1719 0.398913 0.0203058 0.750028 0.617005
1720 0.386376 0.81873 0.0836411 0.894533
1721 0.728038 0.729627 0.751595 0.814154
1722 0.89084 0.00919282 0.756798 0.834124
1723 0.7927 0.488516 0.776436 0.677361
1724 0.738633 0.84836 0.847436 0.557046
1725 0.297504 0.693519 0.0966898 0.246029
1726 0.137325 0.525869 0.953216 0.462756
1727 0.146411 0.913544 0.84909 0.562279
1728 0.642542 0.748444 0.515593 0.208871
1729 0.537549 0.268769 0.451747 0.192714
1730 0.442421 0.876621 0.0701469 0.276445
1731 0.816581 0.840799 0.355155 0.924244
1732 0.9177 0.155211 0.499608 0.0574624
1733 0.15697 0.36407 0.801253 0.0265741
1734 0.68252 0.787523 0.311046 0.642283
1735 0.682387 0.448506 0.655001 0.614533
1736 0.951641 0.603329 0.130592 0.90665
1737 0.568362 0.583425 0.888542 0.909097
1738 0.845404 0.0705866 0.155921 0.294734
1739 0.957173 0.172697 0.938651 0.586534
1740 0.134396 0.400904 0.228611 0.866597
1741 0.191824 0.85115 0.923809 0.920776
1742 0.941377 0.498762 0.485354 0.725279
1743 0.921849 0.332222 0.597846 0.0646922
1744 0.0586987 0.504479 0.218892 0.860641
1745 0.0555517 0.0368739 0.932737 0.581619
1746 0.805022 0.680934 0.626396 0.743942
1747 0.330166 0.75374 0.363746 0.22908
1748 0.735798 0.394034 0.544912 0.679
1749 0.443294 0.580539 0.995759 0.0122822
1750 0.0375843 0.936929 0.0703468 0.962689
1751 0.235861 0.396725 0.460247 0.665593
1752 0.0769059 0.947987 0.128361 0.329361
1753 0.338689 0.117398 0.627941 0.985824
1754 0.339981 0.172508 0.612399 0.950699
1755 0.991683 0.97846 0.0229272 0.831771
1756 0.89027 0.318194 0.625972 0.434339
1757 0.416477 0.103019 0.549484 0.120094
1758 0.486431 0.754369 0.663163 0.811514
1759 0.17029 0.599045 0.0336171 0.788239
1760 0.643866 0.804947 0.233237 0.425815
1761 0.330585 0.438279 0.0968657 0.460732
1762 0.188714 0.38515 0.482064 0.932063
1763 0.157025 0.366388 0.0205951 0.445785
1764 0.243718 0.731978 0.784991 0.286146
1765 0.0490868 0.094371 0.52459 0.704812
1766 0.101057 0.978425 0.0826191 0.653559
1767 0.16456 0.0212137 0.774408 0.578046
1768 0.0778466 0.321453 0.902874 0.586251
1769 0.986042 0.737798 0.447574 0.315089
1770 0.215634 0.533706 0.55958 0.614273
1771 0.419423 0.562056 0.329314 0.849839
1772 0.575835 0.56898 0.939665 0.570573
1773 0.680204 0.355376 0.674157 0.77489
1774 0.898706 0.0114416 0.587962 0.514184
1775 0.270397 0.870262 0.460359 0.111095
1776 0.53403 0.118599 0.470494 0.0389117
1777 0.770607 0.879235 0.67973 0.233617
1778 0.817375 0.208019 0.843939 0.0514992
1779 0.968789 0.334993 0.946064 0.206439
1780 0.456355 0.137793 0.0809285 0.775138
1781 0.0190269 0.811816 0.970996 0.792883
1782 0.00697097 0.630762 0.0976189 0.781055
1783 0.870583 0.478222 0.846751 0.550379
1784 0.160761 0.192479 0.201935 0.272779
1785 0.129317 0.850873 0.59085 0.683267
1786 0.329053 0.372932 0.72769 0.644589
1787 0.810462 0.579733 0.0484863 0.71813
1788 0.901297 0.122012 0.741711 0.507478
1789 0.11362 0.514472 0.0138911 0.581698
1790 0.570048 0.988729 0.407945 0.92289
1791 0.397706 0.302124 0.322652 0.302057
1792 0.255801 0.914185 0.264403 0.506329
1793 0.955453 0.765992 0.682551 0.319464
1794 0.430507 0.368289 0.715683 0.359821
1795 0.983964 0.315806 0.151138 0.283747
1796 0.0292241 0.580229 0.465684 0.464094
1797 0.319667 0.639125 0.433855 0.230843
1798 0.654985 0.612687 0.411977 0.208215
1799 0.0529062 0.924 0.567169 0.171702
1800 0.422574 0.0298122 0.695221 0.156279
1801 0.0592861 0.862874 0.0668021 0.392361
1802 0.552553 0.908935 0.143827 0.947652
1803 0.781744 0.687742 0.261741 0.154662
1804 0.717485 0.94604 0.276008 0.399106
1805 0.269216 0.486556 0.300376 0.00267664
1806 0.157929 0.404981 0.31818 0.424107
1807 0.52463 0.0508806 0.2057 0.52055
1808 0.726417 0.660454 0.370579 0.306339
1809 0.636831 0.5048 0.372174 0.153087
1810 0.283235 0.0847124 0.897832 0.16147
1811 0.967931 0.965075 0.0374303 0.591039
1812 0.25847 0.0280365 0.14409 0.0930017
1813 0.839435 0.482547 0.527669 0.238661
1814 0.710382 0.642953 0.8692 0.59495
1815 0.707378 0.514797 0.46618 0.421752
1816 0.850833 0.302204 0.974285 0.17596
1817 0.738595 0.180051 0.650088 0.259998
1818 0.774073 0.360465 0.131966 0.976343
1819 0.997086 0.542334 0.941004 0.518078
1820 0.015855 0.00981367 0.458327 0.321385
1821 0.121357 0.177878 0.280925 0.265608
1822 0.585444 0.978948 0.56061 0.701183
1823 0.420456 0.272781 0.835334 0.816622
1824 0.253738 0.826157 0.966513 0.589087
1825 0.738326 0.501908 0.281069 0.184925
1826 0.146313 0.576038 0.9878 0.807766
1827 0.232947 0.939051 0.397176 0.18227
1828 0.0808586 0.449965 0.492857 0.823728
1829 0.388633 0.248332 0.382564 0.301933
1830 0.60407 0.440309 0.859667 0.398048
1831 0.126723 0.406864 0.714926 0.67089
1832 0.323713 0.478405 0.552555 0.442906
1833 0.801765 0.208654 0.880992 0.619429
1834 0.897178 0.946273 0.312958 0.730417
1835 0.167182 0.799757 0.948822 0.807645
1836 0.928486 0.282084 0.876314 0.272118
1837 0.0662818 0.494689 0.718479 0.363901
