i t0002 t0004 t0008 t0016 t0032 t0064 t0128 t0256 t0512 t1024 tall
1001 -0.0854802 0.158197 0.0515889 0.259681 -0.240912 0.356176 -0.014656 0.0900068 0.0991446 0.264941 0.304898
1002 0 0.0653504 0.0688167 0.312645 -0.278667 0.348171 -0.0103364 0.0895755 0.0976216 0.264348 0.303808
1003 0.313707 -0.0793169 0.0457732 0.347121 -0.31448 0.339325 -0.00610507 0.0891428 0.0960953 0.263755 0.30269
1004 0 0 -0.00232585 0.362884 -0.347469 0.329725 -0.0019661 0.0887088 0.0945659 0.263162 0.301553
1005 -0.257728 0.221668 -0.049902 0.361625 -0.376829 0.319466 0.002077 0.088274 0.0930336 0.262568 0.300413
1006 0 0.393039 -0.071624 0.346667 -0.401866 0.308644 0.00602123 0.0878388 0.0914985 0.261973 0.299277
1007 -0.181261 0.252742 -0.0528638 0.322451 -0.422017 0.297359 0.00986416 0.0874035 0.0899607 0.261378 0.298118
1008 0 0 0 0.29381 -0.436875 0.285712 0.013604 0.0869683 0.0884204 0.260782 0.29697
1009 0.0930379 -0.265714 0.0647458 0.263244 -0.446196 0.273804 0.0172396 0.0865335 0.0868777 0.260186 0.295827
1010 0 -0.43481 0.137301 0.227157 -0.44991 0.261736 0.0207705 0.0860994 0.0853328 0.25959 0.294694
1011 0.181477 -0.259116 0.195409 0.184487 -0.448119 0.249606 0.0241969 0.0856661 0.0837858 0.258993 0.293589
1012 0 0 0.213813 0.137494 -0.441095 0.237506 0.02752 0.0852338 0.0822369 0.258396 0.29248
1013 0.170251 0.127923 0.184153 0.0902862 -0.429263 0.225526 0.0307415 0.0848027 0.0806861 0.257799 0.291369
1014 -0 0.0123518 0.120778 0.0476067 -0.413188 0.213744 0.0338642 0.0843729 0.0791338 0.257201 0.290239
1015 -0.418197 -0.113014 0.0524572 0.0138591 -0.39355 0.202231 0.0368917 0.0839444 0.0775799 0.256603 0.289116
1016 0 0 0 -0.00760765 -0.371113 0.191048 0.0398285 0.0835173 0.0760247 0.256005 0.288045
1017 0.464331 0.251125 -0.0444961 -0.0149677 -0.346691 0.18024 0.0426801 0.0830916 0.0744683 0.255407 0.287
1018 0 0.432385 -0.0767737 -0.00813524 -0.321104 0.169837 0.0454532 0.0826673 0.0729108 0.254808 0.28595
1019 -0.190554 0.270777 -0.086661 0.011269 -0.295129 0.159854 0.0481554 0.0822442 0.0713524 0.254209 0.284898
1020 0 0 -0.0721131 0.0402018 -0.269452 0.150284 0.0507954 0.0818224 0.0697932 0.253611 0.28386
1021 -0.188077 -0.285196 -0.0413547 0.0747323 -0.244598 0.141098 0.0533832 0.0814015 0.0682335 0.253012 0.282821
1022 0 -0.478815 -0.010269 0.110827 -0.220874 0.132243 0.0559298 0.0809815 0.0666733 0.252413 0.281795
1023 0.328896 -0.292748 0.00496679 0.145386 -0.198289 0.123637 0.0584478 0.0805621 0.0651128 0.251813 0.28079
1024 0 0 0 0.177528 -0.17648 0.115172 0.0609508 0.080143 0.0635521 0.251214 0.279772
1025 0.0555329 0.29523 0.00216174 0.210243 -0.154918 0.106706 0.0634505 0.0797238 0.0619914 0.250615 0.278763
1026 0 0.486807 0.0496714 0.248471 -0.133892 0.0980941 0.0659464 0.0793041 0.0604302 0.250016 0.277756
1027 -0.032337 0.292361 0.128651 0.293494 -0.113923 0.0892169 0.0684344 0.0788833 0.0588683 0.249417 0.276731
1028 0 0 0.198994 0.343405 -0.0954957 0.07998 0.0709108 0.0784608 0.0573052 0.248818 0.275695
1029 -0.31787 -0.140968 0.224604 0.39447 -0.0790536 0.0703129 0.0733718 0.0780361 0.0557406 0.248219 0.274644
1030 0 0.000696031 0.19052 0.442262 -0.0649824 0.060167 0.0758135 0.0776086 0.0541741 0.247621 0.273598
1031 -0.0504555 0.141808 0.106918 0.482568 -0.0536035 0.0495135 0.0782322 0.0771779 0.0526054 0.247023 0.272517
1032 0 0 -0 0.512069 -0.0451662 0.0383416 0.0806243 0.0767432 0.0510341 0.246425 0.271393
1033 0.24282 -0.212761 -0.109708 0.528797 -0.0398419 0.0266567 0.0829862 0.0763042 0.0494599 0.245827 0.270244
1034 0 -0.229173 -0.205939 0.532358 -0.0377202 0.0144786 0.0853143 0.0758602 0.0478825 0.24523 0.269079
1035 0.0557415 -0.0638581 -0.258765 0.523933 -0.0388074 0.00183999 0.0876052 0.0754108 0.0463016 0.244633 0.267918
1036 -0 0 -0.248645 0.506054 -0.0430252 -0.0112152 0.0898555 0.0749555 0.0447168 0.244036 0.266743
1037 -0.387738 -0.0373372 -0.182631 0.482145 -0.0502129 -0.0246335 0.092062 0.0744936 0.0431279 0.24344 0.265549
1038 0 -0.0966881 -0.0941826 0.455847 -0.0601302 -0.0383531 0.0942213 0.0740247 0.0415346 0.242845 0.26436
1039 0.213917 -0.0793684 -0.0265886 0.430106 -0.0724619 -0.0523056 0.0963304 0.0735483 0.0399366 0.24225 0.263158
1040 0 0 0 0.406039 -0.0868251 -0.066417 0.0983862 0.0730639 0.0383337 0.241656 0.261935
1041 -0.107432 0.151347 0.0119509 0.381804 -0.102777 -0.0806092 0.100386 0.072571 0.0367255 0.241062 0.260708
1042 0 0.328468 0.0132739 0.354254 -0.119826 -0.0948009 0.102327 0.072069 0.0351118 0.24047 0.259476
1043 0.128765 0.245124 0.00337708 0.321635 -0.137441 -0.108909 0.104205 0.0715576 0.0334924 0.239877 0.258217
1044 0 0 -0.0118914 0.283548 -0.155069 -0.122851 0.10602 0.0710362 0.0318671 0.239286 0.256934
1045 -0.069199 -0.175273 -0.0244869 0.240607 -0.172149 -0.136542 0.107768 0.0705043 0.0302356 0.238696 0.255654
1046 0 -0.103539 -0.0276273 0.194116 -0.188125 -0.1499 0.109447 0.0699615 0.0285976 0.238106 0.254394
1047 -0.156005 0.0502984 -0.0184693 0.145793 -0.202472 -0.162845 0.111054 0.0694073 0.0269531 0.237517 0.253139
1048 0 0 0 0.0975201 -0.214713 -0.175301 0.112588 0.0688412 0.0253017 0.236929 0.251884
1049 0.045592 -0.189034 0.0327138 0.0511281 -0.224439 -0.187192 0.114046 0.0682629 0.0236433 0.236342 0.250629
1050 0 -0.343207 0.106363 0.00821645 -0.231337 -0.19845 0.115427 0.0676718 0.0219778 0.235756 0.249393
1051 0.361729 -0.225228 0.198926 -0.0299958 -0.235216 -0.209012 0.116729 0.0670675 0.0203048 0.235171 0.248199
1052 0 0 0.26543 -0.0627839 -0.236031 -0.218816 0.117951 0.0664496 0.0186243 0.234587 0.247006
1053 0.0570844 0.173968 0.272267 -0.0899989 -0.233915 -0.227812 0.11909 0.0658177 0.016936 0.234004 0.245817
1054 0 0.178143 0.214019 -0.112115 -0.229212 -0.235952 0.120145 0.0651713 0.0152398 0.233422 0.244612
1055 -0.479519 0.0410567 0.112783 -0.130245 -0.222505 -0.243198 0.121116 0.0645101 0.0135357 0.232842 0.243391
1056 0 0 0 -0.146118 -0.214654 -0.249515 0.122002 0.0638336 0.0118233 0.232262 0.242199
1057 0.495099 -0.0534805 -0.107594 -0.160901 -0.206487 -0.254879 0.1228 0.0631414 0.0101026 0.231684 0.241012
1058 0 -0.218149 -0.185338 -0.171877 -0.197729 -0.259272 0.123512 0.0624332 0.00837341 0.231107 0.239812
1059 -0.00358134 -0.209832 -0.208723 -0.176114 -0.187917 -0.262684 0.124135 0.0617086 0.00663567 0.230531 0.238655
1060 0 0 -0.173072 -0.171715 -0.176719 -0.265111 0.124671 0.0609672 0.00488923 0.229957 0.237537
1061 -0.406886 0.188517 -0.0985155 -0.15786 -0.163918 -0.266559 0.125117 0.0602086 0.00313399 0.229384 0.236431
1062 0 0.149511 -0.0235654 -0.134782 -0.149399 -0.26704 0.125474 0.0594326 0.00136983 0.228812 0.23534
1063 0.413146 -0.00805252 0.0127238 -0.103695 -0.133137 -0.266573 0.125743 0.0586386 -0.000403343 0.228242 0.234246
1064 0 0 0 -0.0666523 -0.115183 -0.265184 0.125923 0.0578265 -0.00218562 0.227673 0.233146
1065 -0.19561 0.14661 -0.015852 -0.0263622 -0.0956541 -0.262907 0.126014 0.0569959 -0.00397708 0.227106 0.232066
1066 0 0.296663 0.00627465 0.0140684 -0.0747207 -0.259781 0.126017 0.0561464 -0.00577781 0.22654 0.231008
1067 -0.119974 0.211471 0.0602077 0.0514399 -0.0525981 -0.255852 0.125933 0.0552778 -0.00758787 0.225976 0.229937
1068 0 0 0.117393 0.0828252 -0.0295345 -0.25117 0.125762 0.0543898 -0.00940734 0.225414 0.228862
1069 -0.157285 -0.249817 0.14819 0.105993 -0.00580241 -0.245791 0.125504 0.0534819 -0.0112363 0.224853 0.227769
1070 0 -0.420141 0.135423 0.119891 0.0183104 -0.239776 0.125162 0.0525541 -0.0130747 0.224293 0.226672
1071 0.398822 -0.257307 0.0802019 0.12518 0.0425096 -0.233187 0.124736 0.0516059 -0.0149228 0.223736 0.225585
1072 0 0 0 0.124834 0.066502 -0.226091 0.124227 0.0506372 -0.0167804 0.22318 0.224478
1073 -0.00984501 0.174622 -0.0792082 0.124883 0.0900029 -0.218557 0.123636 0.0496476 -0.0186477 0.222625 0.223371
1074 0 0.153886 -0.12993 0.13252 0.112743 -0.210654 0.122967 0.0486369 -0.0205246 0.222073 0.222259
1075 0.0745976 0.0111234 -0.136021 0.151645 0.134474 -0.202451 0.122219 0.0476049 -0.0224113 0.221522 0.221153
1076 0 0 -0.0997059 0.182992 0.154976 -0.194017 0.121394 0.0465514 -0.0243077 0.220973 0.220065
1077 -0.360492 -0.0174096 -0.0409781 0.224973 0.17406 -0.185419 0.120496 0.0454761 -0.0262138 0.220426 0.218976
1078 0 -0.174129 0.00958187 0.274445 0.191577 -0.176721 0.119525 0.0443787 -0.0281297 0.219881 0.217888
1079 -0.128851 -0.192769 0.0245537 0.327382 0.207415 -0.16798 0.118485 0.0432592 -0.0300553 0.219338 0.216786
1080 0 0 0 0.379465 0.22151 -0.159252 0.117376 0.0421173 -0.0319907 0.218796 0.215684
1081 0.106718 0.257092 -0.0308 0.426577 0.233844 -0.150583 0.116202 0.0409528 -0.0339358 0.218257 0.214571
1082 0 0.381255 -0.0441078 0.465214 0.244452 -0.142011 0.114966 0.0397656 -0.0358906 0.217719 0.213433
1083 0.0209812 0.203095 -0.0355144 0.492808 0.253417 -0.133565 0.113669 0.0385555 -0.0378551 0.217184 0.212266
1084 0 -0 -0.0114721 0.507958 0.260879 -0.125261 0.112315 0.0373223 -0.0398294 0.216651 0.21108
1085 0.35263 -0.205936 0.0151491 0.510576 0.26703 -0.117103 0.110906 0.0360659 -0.0418133 0.216119 0.209885
1086 0 -0.390404 0.0302607 0.501945 0.272119 -0.109082 0.109446 0.0347862 -0.0438068 0.21559 0.208658
1087 -0.436278 -0.265293 0.0245115 0.484686 0.276448 -0.101169 0.107937 0.033483 -0.04581 0.215063 0.207433
1088 0 0 0 0.462638 0.280373 -0.0933203 0.106383 0.0321562 -0.0478226 0.214538 0.20622
1089 -0.0433406 0.145882 -0.0149234 0.438428 0.284077 -0.0855133 0.104787 0.0308057 -0.0498448 0.214015 0.204986
1090 0 0.00588401 0.0227369 0.407862 0.286959 -0.07788 0.103152 0.0294314 -0.0518765 0.213495 0.203735
1091 0.330791 -0.13878 0.102267 0.368235 0.288387 -0.0705738 0.101482 0.0280333 -0.0539176 0.212976 0.202481
1092 0 0 0.182131 0.319822 0.287921 -0.0637265 0.0997792 0.0266112 -0.055968 0.21246 0.201215
1093 0.099349 0.143987 0.221053 0.26489 0.285285 -0.0574501 0.0980486 0.0251652 -0.0580276 0.211946 0.199931
1094 0 0.0108829 0.197101 0.206852 0.280354 -0.0518375 0.0962931 0.023695 -0.0600965 0.211435 0.198594
1095 -0.289563 -0.130851 0.11476 0.14955 0.273124 -0.0469639 0.0945164 0.0222008 -0.0621746 0.210925 0.197226
1096 0 0 0 0.0966679 0.263701 -0.0428879 0.0927224 0.0206823 -0.0642617 0.210418 0.195869
1097 0.288829 0.270778 -0.131317 0.0512829 0.252279 -0.0396527 0.0909146 0.0191398 -0.0663578 0.209914 0.194508
1098 0 0.439699 -0.288622 0.0155476 0.239124 -0.037287 0.0890969 0.017573 -0.0684628 0.209412 0.193116
1099 -0.302515 0.259953 -0.423818 -0.00949483 0.224557 -0.035806 0.0872732 0.015982 -0.0705766 0.208912 0.191701
1100 0 0 -0.47684 -0.0239615 0.20894 -0.0352125 0.0854472 0.0143669 -0.0726991 0.208414 0.190306
1101 0.0277341 -0.227393 -0.422672 -0.0290483 0.192663 -0.0354982 0.0836228 0.0127276 -0.0748303 0.20792 0.188926
1102 0 -0.334852 -0.286939 -0.0268145 0.176127 -0.0366441 0.0818038 0.0110641 -0.07697 0.207427 0.187567
1103 0.335173 -0.176784 -0.130066 -0.0198348 0.159736 -0.0386218 0.0799943 0.00937651 -0.0791181 0.206937 0.186233
1104 0 0 0 -0.0107179 0.143886 -0.0413944 0.0781979 0.00766485 -0.0812746 0.20645 0.184875
1105 -0.185729 0.155673 0.10749 -0.00032474 0.12895 -0.0449171 0.0764187 0.00592916 -0.0834392 0.205965 0.183509
1106 0 0.266873 0.162153 0.0145822 0.115276 -0.0491384 0.0746604 0.00416953 -0.0856119 0.205483 0.182136
1107 -0.300184 0.166451 0.146207 0.0354764 0.103173 -0.0540009 0.0729269 0.00238601 -0.0877926 0.205003 0.180725
1108 0 0 0.075012 0.0614618 0.0929077 -0.0594417 0.0712219 0.000578688 -0.0899812 0.204526 0.179312
1109 0.433847 -0.169572 -0.0130447 0.0901844 0.0846973 -0.0653938 0.0695492 -0.00125234 -0.0921775 0.204051 0.1779
1110 0 -0.276924 -0.0716107 0.118603 0.0787042 -0.0717861 0.0679125 -0.00310696 -0.0943814 0.20358 0.176482
1111 -0.291037 -0.164684 -0.0663716 0.14362 0.0750326 -0.0785449 0.0663154 -0.00498507 -0.0965928 0.203111 0.175094
1112 0 0 0 0.162567 0.0737251 -0.085594 0.0647615 -0.00688655 -0.0988116 0.202644 0.173734
1113 -0.0258988 0.0959896 0.0715778 0.173553 0.0747613 -0.0928556 0.0632543 -0.00881127 -0.101038 0.20218 0.172361
1114 0 0.0557196 0.100388 0.175668 0.0780563 -0.100251 0.0617972 -0.0107591 -0.103271 0.201719 0.17097
1115 -0.0933175 -0.0287344 0.0768007 0.169049 0.083461 -0.107701 0.0603935 -0.0127298 -0.10551 0.201261 0.16956
1116 0 0 0.0176541 0.154801 0.0907631 -0.115126 0.0590464 -0.0147233 -0.107757 0.200806 0.168152
1117 0.378461 0.110298 -0.045461 0.134778 0.0996894 -0.122449 0.0577591 -0.0167395 -0.110011 0.200353 0.166756
1118 0 0.206926 -0.0790789 0.111221 0.109909 -0.129592 0.0565344 -0.0187781 -0.11227 0.199903 0.165353
1119 0.0505473 0.139468 -0.0619006 0.0862579 0.121035 -0.136481 0.0553753 -0.0208389 -0.114537 0.199456 0.163963
1120 -0 -0 0 0.0612613 0.132636 -0.143042 0.0542844 -0.0229217 -0.116809 0.199012 0.16258
1121 -0.362244 -0.133802 0.0633411 0.0362565 0.144367 -0.149205 0.0532643 -0.0250264 -0.119087 0.19857 0.161196
1122 0 -0.18868 0.087041 0.0110876 0.156314 -0.154903 0.0523173 -0.0271527 -0.121372 0.198132 0.159829
1123 -0.0696605 -0.0939408 0.0631012 -0.0133782 0.168498 -0.160072 0.0514457 -0.0293004 -0.123661 0.197696 0.158459
1124 0 0 0.00798506 -0.0356631 0.180765 -0.164653 0.0506515 -0.0314693 -0.125957 0.197263 0.157093
1125 0.139279 0.118846 -0.0489261 -0.0541523 0.192835 -0.16859 0.0499364 -0.0336591 -0.128258 0.196834 0.155739
1126 0 0.268876 -0.0774028 -0.0674652 0.204332 -0.171832 0.0493022 -0.0358695 -0.130564 0.196407 0.154397
1127 0.252517 0.205697 -0.058964 -0.0747258 0.214825 -0.174332 0.0487502 -0.0381004 -0.132875 0.195983 0.153069
1128 0 0 0 -0.0757311 0.223859 -0.17605 0.0482816 -0.0403514 -0.135191 0.195562 0.15174
1129 0.0158025 -0.263765 0.074128 -0.071018 0.230982 -0.176949 0.0478973 -0.0426222 -0.137511 0.195144 0.150424
1130 0 -0.455865 0.161221 -0.0618289 0.235769 -0.176999 0.047598 -0.0449126 -0.139836 0.19473 0.149121
1131 0.0647275 -0.286478 0.234625 -0.0499753 0.237846 -0.176174 0.0473841 -0.0472223 -0.142166 0.194318 0.147846
1132 0 0 0.261919 -0.0376 0.236905 -0.174456 0.0472556 -0.049551 -0.144499 0.193909 0.146568
1133 -0.0113688 0.261844 0.230336 -0.026838 0.232718 -0.171832 0.0472125 -0.0518983 -0.146837 0.193503 0.145278
1134 0 0.376542 0.154924 -0.0193755 0.22515 -0.168294 0.0472543 -0.054264 -0.149178 0.193101 0.143968
1135 -0.331264 0.192653 0.0694447 -0.0159071 0.214164 -0.16384 0.0473801 -0.0566477 -0.151522 0.192701 0.142628
1136 0 0 0 -0.0154924 0.199827 -0.158476 0.0475888 -0.059049 -0.153871 0.192305 0.141305
1137 -0.132196 -0.0919842 -0.0612599 -0.0136229 0.182306 -0.152213 0.0478791 -0.0614677 -0.156222 0.191911 0.139983
1138 0 -0.0523749 -0.109683 -0.00159784 0.161869 -0.145066 0.048249 -0.0639034 -0.158576 0.191521 0.138689
1139 0.359977 0.028766 -0.130104 0.0247014 0.138876 -0.137061 0.0486964 -0.0663557 -0.160933 0.191134 0.137423
1140 0 0 -0.116237 0.0645188 0.113769 -0.128224 0.0492187 -0.0688243 -0.163293 0.19075 0.136156
1141 -0.36039 -0.0493509 -0.0762418 0.113892 0.0870568 -0.118591 0.049813 -0.0713088 -0.165655 0.190369 0.134907
1142 0 -0.013911 -0.0306194 0.167088 0.0592998 -0.108203 0.0504758 -0.0738087 -0.16802 0.189992 0.133688
1143 0.292693 0.0325598 -0.00245644 0.217801 0.0310879 -0.0971049 0.0512033 -0.0763239 -0.170386 0.189618 0.13247
1144 0 -0 0 0.26012 0.00301593 -0.0853482 0.0519914 -0.0788537 -0.172754 0.189247 0.131233
1145 -0.309423 -0.0645419 -0.00508399 0.289263 -0.0243437 -0.0729895 0.0528352 -0.0813979 -0.175124 0.188879 0.129991
1146 0 -0.0890751 -0.0110598 0.302071 -0.0504729 -0.0600901 0.0537297 -0.083956 -0.177495 0.188514 0.128763
1147 0.0172177 -0.0429746 -0.0160987 0.297275 -0.0749426 -0.046716 0.0546691 -0.0865276 -0.179868 0.188153 0.127531
1148 0 0 -0.0179748 0.275528 -0.0974513 -0.0329374 0.0556474 -0.0891123 -0.182241 0.187795 0.126298
1149 0.22447 0.0635427 -0.0158102 0.239196 -0.117867 -0.0188288 0.0566577 -0.0917097 -0.184616 0.18744 0.125072
1150 0 0.155307 -0.0106363 0.191923 -0.136273 -0.00446822 0.057693 -0.0943193 -0.18699 0.187088 0.123841
1151 0.248418 0.123918 -0.00476901 0.13796 -0.153015 0.0100631 0.0587454 -0.0969407 -0.189366 0.18674 0.122614
1152 0 -0 0 0.0812551 -0.168758 0.024681 0.0598067 -0.0995735 -0.191741 0.186395 0.121375
1153 -0.0506636 -0.12978 -0.00710045 0.0255595 -0.184452 0.039278 0.0608704 -0.102217 -0.194116 0.186054 0.12014
1154 0 -0.174186 -0.0549713 -0.0226333 -0.200865 0.0536691 0.0619398 -0.104871 -0.196491 0.185716 0.118909
1155 -0.0766444 -0.0804674 -0.129544 -0.0576693 -0.218418 0.0676667 0.0630196 -0.107535 -0.198866 0.185381 0.117684
1156 -0 0 -0.19329 -0.0760093 -0.237257 0.0811024 0.0641144 -0.110209 -0.20124 0.185049 0.116472
1157 -0.272619 0.00653019 -0.213586 -0.0762438 -0.257305 0.0938264 0.0652277 -0.112892 -0.203613 0.184721 0.115266
1158 0 -0.0639012 -0.178336 -0.0590077 -0.278308 0.105707 0.0663628 -0.115583 -0.205985 0.184396 0.114084
1159 0.010908 -0.0836609 -0.0988527 -0.0267948 -0.299885 0.116629 0.0675222 -0.118283 -0.208355 0.184075 0.112916
1160 0 0 0 0.0163291 -0.32156 0.126496 0.068708 -0.12099 -0.210724 0.183757 0.111761
1161 -0.0827607 0.0952814 0.112961 0.0651123 -0.342806 0.135224 0.0699218 -0.123704 -0.213092 0.183442 0.110609
1162 0 0.10132 0.256318 0.113606 -0.363074 0.142748 0.0711645 -0.126425 -0.215457 0.183131 0.109457
1163 0.425597 0.0270156 0.386356 0.155749 -0.381824 0.149016 0.0724369 -0.129152 -0.21782 0.182824 0.108297
1164 0 0 0.444403 0.186061 -0.39855 0.153989 0.073739 -0.131885 -0.220181 0.182519 0.107098
1165 0.0332675 0.0703062 0.402551 0.200427 -0.412801 0.157644 0.0750708 -0.134622 -0.222539 0.182219 0.105881
1166 0 0.212068 0.28009 0.196991 -0.424198 0.159968 0.0764315 -0.137365 -0.224895 0.181921 0.104637
1167 -0.0765509 0.185666 0.130641 0.17714 -0.43245 0.160963 0.0778203 -0.140112 -0.227247 0.181627 0.103366
1168 0 0 0 0.146602 -0.437365 0.160639 0.0792359 -0.142862 -0.229596 0.181337 0.102085
1169 0.0210178 -0.178836 -0.13333 0.114207 -0.438853 0.159019 0.0806765 -0.145616 -0.231942 0.18105 0.100805
1170 0 -0.190072 -0.29495 0.08359 -0.436931 0.156137 0.0821404 -0.148372 -0.234284 0.180767 0.0995327
1171 -0.0408144 -0.0505873 -0.435472 0.0569115 -0.431723 0.152034 0.0836253 -0.15113 -0.236622 0.180487 0.0982808
1172 0 0 -0.492252 0.0362959 -0.423453 0.146762 0.0851288 -0.15389 -0.238955 0.18021 0.0970505
1173 -0.310681 0.0535699 -0.438377 0.0234377 -0.412436 0.140379 0.0866482 -0.15665 -0.241285 0.179937 0.0958462
1174 0 0.199676 -0.299214 0.019316 -0.39907 0.132954 0.0881807 -0.159412 -0.24361 0.179668 0.0946877
1175 0.303312 0.187446 -0.136501 0.0240184 -0.383814 0.124559 0.0897232 -0.162173 -0.24593 0.179402 0.0935321
1176 -0 -0 0 0.0366755 -0.367172 0.115275 0.0912725 -0.164934 -0.248245 0.17914 0.0923547
1177 -0.277138 -0.22722 0.120676 0.0555032 -0.349668 0.105188 0.0928251 -0.167694 -0.250555 0.178881 0.091177
1178 0 -0.327754 0.211742 0.0779567 -0.33182 0.0943888 0.0943775 -0.170452 -0.25286 0.178626 0.0900151
1179 0.384966 -0.16839 0.244583 0.100992 -0.314105 0.0829723 0.095926 -0.173209 -0.255158 0.178374 0.0888601
1180 0 0 0.210582 0.12144 -0.296929 0.0710376 0.097467 -0.175962 -0.257451 0.178126 0.0876739
1181 -0.184859 0.0542892 0.129244 0.136486 -0.280583 0.0586867 0.0989965 -0.178713 -0.259738 0.177881 0.0864698
1182 0 -0.039664 0.0424367 0.144261 -0.265206 0.0460242 0.100511 -0.18146 -0.262019 0.17764 0.0852573
1183 -0.286345 -0.102165 -0.00524453 0.144547 -0.250734 0.0331563 0.102005 -0.184203 -0.264293 0.177403 0.0840421
1184 0 0 0 0.139582 -0.236852 0.0201907 0.103477 -0.186941 -0.266561 0.177169 0.08286
1185 0.187084 0.168083 0.0278097 0.134337 -0.222813 0.00723538 0.104921 -0.189673 -0.268821 0.176939 0.0816908
1186 0 0.251928 0.0822905 0.132737 -0.207306 -0.00560164 0.106333 -0.192401 -0.271074 0.176712 0.0805272
1187 0.142786 0.136002 0.14709 0.135671 -0.189289 -0.0182131 0.10771 -0.195121 -0.273321 0.176489 0.0793758
1188 0 0 0.191055 0.141941 -0.168132 -0.030493 0.109048 -0.197835 -0.275559 0.17627 0.0782311
1189 -0.140734 -0.0210824 0.192073 0.149145 -0.143556 -0.0423374 0.110342 -0.200542 -0.27779 0.176054 0.0771026
1190 0 0.118128 0.148319 0.154412 -0.115571 -0.053645 0.111588 -0.203241 -0.280012 0.175842 0.075997
1191 0.270861 0.163667 0.0769186 0.154987 -0.0844266 -0.0643176 0.112784 -0.205932 -0.282227 0.175634 0.0748965
1192 0 -0 0 0.148683 -0.0505627 -0.0742611 0.113923 -0.208614 -0.284433 0.175429 0.0737835
1193 -0.26058 -0.271506 -0.0707524 0.13417 -0.0145608 -0.0833856 0.115004 -0.211286 -0.28663 0.175227 0.0726762
1194 0 -0.465384 -0.114236 0.111132 0.0228968 -0.0916067 0.116022 -0.213949 -0.288819 0.17503 0.0716003
1195 -0.212981 -0.290227 -0.11656 0.0802713 0.0610657 -0.0988453 0.116974 -0.216601 -0.290999 0.174836 0.0705578
1196 0 0 -0.0813024 0.0431694 0.0991745 -0.105029 0.117856 -0.219243 -0.293169 0.174645 0.0695488
1197 0.28954 0.149123 -0.0277682 0.00200068 0.136456 -0.110093 0.118665 -0.221873 -0.29533 0.174459 0.0685456
1198 0 0.0110117 0.0161014 -0.0408985 0.172174 -0.113978 0.119398 -0.224492 -0.297481 0.174275 0.0675201
1199 -0.291789 -0.135832 0.0261859 -0.083607 0.205649 -0.116636 0.120051 -0.227098 -0.299623 0.174096 0.0664968
1200 0 0 -0 -0.125342 0.236276 -0.118025 0.120622 -0.229692 -0.301754 0.17392 0.0655052
1201 0.405345 0.287176 -0.0481922 -0.166259 0.263542 -0.118115 0.121107 -0.232272 -0.303875 0.173748 0.0645296
1202 0 0.476337 -0.137739 -0.203487 0.28704 -0.116885 0.121505 -0.234839 -0.305986 0.17358 0.0635324
1203 -0.346453 0.287777 -0.241722 -0.232383 0.306475 -0.114324 0.121812 -0.237392 -0.308086 0.173415 0.0625211
1204 0 0 -0.310388 -0.248286 0.321671 -0.110433 0.122027 -0.23993 -0.310176 0.173254 0.0615403
1205 0.319211 -0.149351 -0.30928 -0.247409 0.332575 -0.105225 0.122146 -0.242453 -0.312254 0.173096 0.0606015
1206 0 -0.0305867 -0.236908 -0.227499 0.339249 -0.0987271 0.122169 -0.244961 -0.314321 0.172942 0.0597032
1207 -0.217403 0.112432 -0.121949 -0.188239 0.341871 -0.090977 0.122093 -0.247453 -0.316377 0.172792 0.058838
1208 0 0 0 -0.131412 0.340719 -0.0820279 0.121917 -0.249929 -0.318421 0.172646 0.0579855
1209 0.246503 -0.251958 0.120558 -0.0608269 0.336164 -0.0719471 0.12164 -0.252388 -0.320453 0.172503 0.0571409
1210 0 -0.418705 0.229223 0.0180128 0.328647 -0.0608169 0.121259 -0.25483 -0.322473 0.172364 0.056303
1211 0.085862 -0.253432 0.292254 0.0984747 0.318664 -0.0487355 0.120775 -0.257254 -0.324481 0.172228 0.0554924
1212 0 0 0.28564 0.173612 0.306738 -0.0358172 0.120186 -0.259661 -0.326477 0.172097 0.0546733
1213 -0.401334 0.16194 0.214816 0.237222 0.293391 -0.0221935 0.119492 -0.26205 -0.32846 0.171968 0.0538281
1214 0 0.124091 0.115554 0.285147 0.279116 -0.00801328 0.118692 -0.26442 -0.330431 0.171844 0.0529764
1215 0.401821 -0.0121592 0.036017 0.316822 0.264337 0.00655642 0.117786 -0.266771 -0.332388 0.171723 0.0521191
1216 0 0 0 0.337065 0.249373 0.0213297 0.116775 -0.269102 -0.334333 0.171606 0.0512646
1217 -0.0158699 0.125379 -0.0365332 0.353424 0.234458 0.0361573 0.115657 -0.271414 -0.336264 0.171493 0.0504293
1218 0 0.24049 -0.118407 0.362135 0.219933 0.0510904 0.114435 -0.273707 -0.338182 0.171383 0.0495869
1219 -0.0670129 0.1649 -0.221138 0.35916 0.206099 0.0662082 0.113108 -0.275979 -0.340086 0.171277 0.0487272
1220 0 0 -0.294828 0.343603 0.193167 0.0815632 0.111677 -0.27823 -0.341976 0.171175 0.0478725
1221 0.066019 -0.215556 -0.302243 0.316896 0.181272 0.0971842 0.110143 -0.280461 -0.343853 0.171076 0.0470324
1222 0 -0.403608 -0.237459 0.282071 0.170476 0.113078 0.108508 -0.28267 -0.345715 0.170981 0.0462133
